Gene names,ratio,P
ANXA1,1.212325304,0.024842139
APOB,0.724909409,0.037496639
NR3C1,0.999869114,0.803542704
SOD2,1.385771894,0.023786137
OAT,0.964787397,0.448871357
CD74,0.905787887,0.142903255
GAPDH,1.102952427,0.30969704
ASL,0.921151687,0.044118932
MT1F,1.146650604,0.102428384
HSPB1,1.003415398,0.884547793
TYMS,0.837121984,0.119835964
CYBB,0.946863872,0.069501355
RPN1,1.010439154,0.946077679
RPN2,1.07807512,0.360315041
GNAI2,1.051252246,0.718512108
SLC4A2,0.924964372,0.075670498
GYPC,0.945026885,0.453988849
ATP1A1,1.029693369,0.295724005
ATP1B1,0.934935356,0.058713994
ALDH2,1.062790036,0.186015818
ITGB3,1.028717548,0.707039197
S100A8,0.995619147,0.697144906
HMGN1,1.185352451,0.119270246
SLC25A5,0.951587634,0.347758162
ISG15,3.092913615,2.73451E-05
PCCA,0.940147802,0.171885647
EIF2S1,1.011180456,0.926979709
HMGN2,0.97525042,0.864163389
ICAM1,0.972213492,0.369099172
RPLP1,1.013352317,0.903483109
RPLP2,1.069771136,0.112613567
RPLP0;RPLP0P6,0.888320913,0.006429452
JUN,1.016469951,0.898119128
POLR3D,0.965979518,0.908481187
SSB,1.260752565,0.047615177
PRKCB,0.976809064,0.398906854
MYL1;MYL3,1.03289705,0.659095422
UROD,0.982143823,0.198827957
INSR,0.961189163,0.162785333
FYN,0.919859474,0.02570903
GLA,0.985068515,0.040151077
GSN,1.08672242,0.023032302
RB1,0.917212483,0.043955486
CDK1;CDC2,0.790120693,0.08036626
ATP5B,1.06386585,0.386760458
S100A9,1.019888495,0.507448853
S100A6,1.125164163,0.305183843
ENO1,1.096319543,0.068838264
PYGL,0.992561491,0.314618747
GPI,0.995910482,0.770521408
TPM3,1.320093737,0.038524342
ITGAV,0.967326362,0.126502417
LPL,0.941000471,0.243990914
SERPINE2,0.961784393,0.05136653
EPHX1,0.953830439,0.287848539
DBI,0.986581924,0.586008726
LDHB,1.00470267,0.936430816
CENPB,0.956703717,0.080292318
GPX1,1.162655423,0.006752484
THBD,1.090424973,0.435202241
PGK2,0.92906694,0.050923076
H1F0,1.266823581,0.027685942
FES,1.032340764,0.265813922
CSF1R,1.069549235,0.308705554
ANXA2;ANXA2P2,1.063656476,0.018690206
CAPN1,0.97668279,0.658966944
TUBB,1.026681359,0.511682939
PSAP,0.985855411,0.21339484
HEXB,0.987178801,0.779129453
PFN1,1.071114498,0.065522439
BPGM,1.027746515,0.610964533
APRT,1.106438489,0.240390154
EPRS,1.026597341,0.515361324
HSP90AA1,1.069051605,0.014824051
GALT,0.986903992,0.642290225
HNRNPC,0.935329688,0.988424419
UQCRH;UQCRHL,1.006687615,0.999169623
LYN,1.197381668,0.000237918
TPM2,1.205080002,0.020406985
FH,1.041771427,0.067773484
SP1,1.024054009,0.7600318
ANXA6,1.031632636,0.511163309
RHOC,1.139979075,0.082937787
ABCB1,0.955947054,0.06419059
GUSB,0.938297703,0.562903362
HSP90AB1,1.089074391,0.343297801
SRPR,1.025429273,0.380982546
ASNS,1.027764483,0.385434437
CTSG,1.098754669,0.557850925
PDHA1,1.024409054,0.677657642
PLEK,1.276552193,0.000815429
CD14,0.829640875,0.002711829
CYC1,0.986456988,0.607089382
PTPRC,1.026270958,0.473979651
SNRPB2,1.070651101,0.340729343
MFI2,0.96971399,0.88818544
SNRNP70,0.995837651,0.345570661
ITGA5,0.998614027,0.599367621
VIM,1.311322581,0.001264448
GNAI3,1.054118052,0.126337454
ANXA5,1.117849536,0.033126785
SNRPA,0.8946081,0.115080722
ENO2,1.0295856,0.55028744
ACAA1,1.096039236,0.113467165
SRP19,1.164743071,0.085756897
GSTP1,1.122208853,0.049680555
LGALS1,1.082060336,0.043850718
QDPR,1.042819241,0.650766682
HMGB1;HMGB1P1,1.055428307,0.339628673
FBP1,0.976173473,0.687053333
GSTM1,0.949105465,0.218622885
CLTA,0.988026503,0.107328011
CLTB,0.9581136,0.058840791
ANXA4,1.004103371,0.904380085
CNP,1.351554846,0.000298887
HMOX1,1.173830156,0.001102392
DLD,1.08821142,0.013653063
SNRPA1,1.036814621,0.726896718
COX6C,1.132058592,0.268813343
FGR,0.873087511,0.046549428
PARP1,1.051798862,0.314314805
IFIT2,2.85967062,7.38658E-05
IFIT1,3.740004788,6.78034E-05
ALOX5,1.004997144,0.839713292
LTA4H,0.961597932,0.100156334
ALDOC,1.113693067,0.021391053
H2AFV;H2AFZ,1.198113204,0.192527157
HIST1H2AJ;H2AFJ;HIST2H2AC;HIST1H2AG;HIST2H2AA3;HIST1H2AH;HIST1H2AD,1.22111329,0.051585863
FBXO45,1.010203372,0.920810917
CISD3,1.090377062,0.536518958
POLR2M,1.036953526,0.660317011
CHTF8,0.950315118,0.061101798
TRAPPC2;TRAPPC2B,1.026136547,0.690544163
CALM2;CALM1,0.981084113,0.319198949
,1.001269025,0.892131079
FDX1,1.101071746,0.110426909
SRGN,1.187702152,0.026079134
CCL3;CCL3L1,1.214750906,0.02497437
RNASE2,1.220858973,0.041670561
TROVE2,1.007474499,0.974555003
COX8A,0.927228908,0.104131623
GAA,1.042784725,0.514885237
RRAS,0.922522157,0.350966475
ARAF,0.966315467,0.5751757
HIST1H1E,1.193921711,0.243672857
SPP1,0.967037219,0.67122881
TXN,1.254303033,0.003732341
COX5B,1.060276408,0.315362896
PRKAR1A,1.031204363,0.217695899
UROS,1.019794284,0.809157834
ESD,1.121410152,0.015438892
HSPD1,1.118413926,0.104752459
HSPA5,1.188998423,0.059469045
HSPA8,1.186614954,0.01803339
EGR2,0.941383293,0.149134625
SLC2A1,0.882091084,0.072359835
UMPS,0.957053681,0.017569208
PDHB,1.051038349,0.073936296
ITGAM,0.89741266,0.006997951
PYGB,0.993349345,0.347454137
RALA,1.133255066,0.078598694
RALB,0.966097072,0.591018808
BCR,1.024690434,0.676707659
LAMP1,1.13538901,0.052359847
ACADM,0.98892516,0.454177232
TOP1,1.077067545,0.185252099
TOP2A,0.550933401,0.243931322
G6PD,1.07176853,0.11529507
UBL4A,0.960371087,0.146909031
PC,0.991182115,0.62768437
CYP19A1,1.227854274,0.053445706
IGF2R,0.903029721,8.02128E-05
ADH5,0.929361024,0.029928134
SRF,1.110024958,0.050656969
PRPS2,1.013827702,0.843353243
PCNA,1.020856311,0.686724001
COX6A1,1.294702016,0.14923229
COL6A1,0.964734472,0.596832439
SLC25A4,0.87600119,0.06540645
SLC25A6,1.015559631,0.814848825
TPR,1.016172902,0.842325681
CKB,1.189668829,0.000761354
ACTN1,0.982815364,0.252597298
SRC,1.21594618,0.003638095
PEPD,0.913127866,0.090157123
XRCC6,1.011807415,0.885766722
XRCC5,1.008609699,0.976026204
COX4I1,0.988942146,0.650998843
ALAS1,0.987656402,0.543748422
IFI30,1.162455538,0.025013788
LAMP2,1.03354829,0.554193084
RNH1,1.070030025,0.067736771
CYBA,1.096689489,0.207643616
CCL5,1.131381983,0.041973255
ITGA4,1.044290192,0.358727197
EEF2,1.028065962,0.108617628
PDIA4,1.065992124,0.165689613
P4HA1,1.030684928,0.58439702
TPT1,1.007378828,0.984885968
ALAD,1.022740378,0.727438734
HLA-E,1.12806289,0.012459637
LCP1,1.036652283,0.391836425
PLS3,0.992387742,0.28318537
ETFA,1.044683572,0.135528362
GYS1,1.020690676,0.599412844
PRKAR2A,1.068618852,0.134896364
GTF2F2,0.995970752,0.159453308
MIF,1.05440912,0.368749384
CD99,1.090047132,0.539485574
HCLS1,0.999210088,0.893315444
FDPS,0.965443963,0.341735318
CPM,1.096802307,0.027454587
AKR1A1,1.043077891,0.289027092
NCF1;NCF1B;NCF1C,1.263197299,0.116988749
PKM,1.112435406,0.017757238
ACYP2,0.984109583,0.939738126
HSP90B1,1.084352548,0.009921019
SNRPB;SNRPN,1.030204477,0.520391563
MMP9,1.202256951,0.007362101
COX6B1,1.071937475,0.125695674
HNRNPL,1.047111601,0.05567435
DARS,0.990182829,0.380581065
ETS1,0.928769018,0.332303789
UQCRB,1.105502375,0.055590628
FABP4,1.0114435,0.934974671
GLUL,1.159665857,0.0596638
AKR1B1,1.039698028,0.173148524
ANPEP,1.106145829,0.029838267
RAC2,1.08443675,0.035388275
GSPT1,1.041006259,0.239333431
B4GALT1,1.092427123,0.337199101
ACPP,0.96711563,0.529030101
UCHL3,0.958908062,0.847316854
FOSL1,0.943275764,0.043380268
NME1,0.907321349,0.679767658
GNS,0.968954793,0.152180958
ARSB,1.055482578,0.071324011
RPS2,0.967039267,0.170104295
RPA2,0.965360601,0.722724096
CD44,1.047353171,0.029514236
NQO2,1.10442913,0.153737861
H2AFX,1.037294874,0.187415616
SPN,0.965951433,0.637868107
CBR1,1.136406817,0.033807464
ACADS,1.037366502,0.432573692
CREB1;CREM,0.997867298,0.963380067
GLB1,0.940436179,0.072625526
PECAM1,0.948067415,0.238280682
PPP3CB,1.023156432,0.838417831
NCK1,1.001819484,0.816732498
HIST1H1B,1.079358116,0.288469083
HIST1H1D,1.143336914,0.418513366
HIST1H1C,1.312537678,0.208074952
POR,1.077274512,0.19109508
ATP2A2,1.039283942,0.484950492
FAH,0.959367136,0.139434271
STMN1,0.975195878,0.703016955
YBX3,0.861660546,0.015273385
NAGA,0.921029086,0.225799942
HSPA6,1.028767503,0.412380893
HMGA1,1.142103865,0.105134052
TMEM11,1.00474944,0.883933527
GOT1,0.976239495,0.221072474
PRKCA,0.990284298,0.518735877
JUNB,1.104343727,0.004771377
JUND,0.955218952,0.854235497
NDUFB7,1.12822414,0.332958491
PRKACA;KIN27,1.124535266,0.237579105
CAPN2,1.041480976,0.379000869
CEBPB,1.054501019,0.290180917
ENG,1.09895878,0.058567523
DDX5,1.057319676,0.005836068
PFKL,1.026415042,0.758576932
GM2A,0.995556704,0.432909849
LGALS3,1.192187755,0.002822888
SPI1,0.976625316,0.381740859
PSMC3,1.075032185,0.019019722
TCP1,1.029769533,0.047615495
PTPN1,0.986009398,0.337081319
RPL35A,1.116374911,0.302032205
ITGB5,0.995438768,0.745505061
ARF4,0.89435028,0.087461071
RPL7,1.01169437,0.908651113
VCL,0.919704922,0.105036532
PTPRA,1.023734947,0.830702862
NAT1,1.021774934,0.843703806
IL1RN,1.437127367,0.000237836
SON,1.023217845,0.625981439
NELFE,1.035667572,0.314996505
PGAM1,1.145470835,0.053760267
RCC1,1.031553465,0.627698563
ATF1,0.93507095,0.999643043
ATP5J,1.208282841,0.040069998
HK1,0.991658835,0.19240188
POLR2C,1.128190676,0.053531591
CD53,0.879605294,0.621764243
GGT1;GGT3P;GGT2,0.974933178,0.188950242
ERCC3,1.009502005,0.952273946
TRIM21,1.357992374,0.004727602
EIF2AK2,1.771034087,6.60014E-05
TFE3,1.154995397,0.430624069
SRM,1.073315297,0.086462507
CSNK2A2,1.109899122,0.103676906
NFKB1,1.041231152,0.38958098
NCF2,1.08859209,0.004171944
TYMP,1.444481001,0.006693065
ATP2B1,1.018576938,0.749702364
EIF2S2,1.019284293,0.741479057
ANXA7,0.988521949,0.309532269
SDS,1.546313804,0.004972486
CD33,0.926381225,0.027573286
AZU1,1.0703813,0.381680539
TBP;TBPL2,0.948923969,0.347392796
BTF3,0.997447965,0.914312516
TNFRSF1B,1.116968683,0.541712548
RAB4A,0.935823381,0.075761766
RAB5A,1.025918382,0.618710995
RAB6A;RAB6B,0.92274731,0.054878889
MX1,2.394055389,0.001272711
MX2,2.377271603,0.001061167
PSMB1,0.983265189,0.09737573
M6PR,0.948792869,0.475245906
COX5A,1.064372475,0.223879879
LMNB1,1.03968717,0.289754822
ITGAL,0.966636164,0.247219223
IMPDH1,1.034245161,0.535211309
AGA,1.159564053,0.045112708
PTMS,1.125893678,0.546719593
GSTM3,0.964525833,0.186454985
ATP6V1B2,1.071007384,0.070820008
ATP6V1C1,0.987436253,0.705278581
CSRP1,0.899963942,0.011443934
NF1,1.000508037,0.654924883
ACO1,0.935728465,0.000140731
TNFAIP3,1.062742165,0.195093302
NT5E,1.172804736,0.016739641
C5AR1,1.114294156,0.051229004
MSR1,1.085541376,0.271264088
VDAC1,1.123894566,0.092565385
SDHB,1.076233672,0.093208766
BCKDHB,1.039873895,0.663017228
COMT,1.08742559,0.272885709
TGM2,1.090038182,0.178024541
MUT,1.023527447,0.214466945
OSBP,1.034987684,0.254673844
FBL,1.007793544,0.912062855
GART,0.992081469,0.537392058
PAICS,0.954209478,0.387898902
SCP2,1.059023343,0.032595179
UBA1,1.054489583,0.058216119
HNRNPA2B1;HNRPA2B1,0.986258609,0.831890507
RFX1,0.936343845,0.31871418
CBL,0.957668334,0.017086055
UQCRC2,1.021436856,0.739244206
SLC2A5,0.998716591,0.744217559
FECH,1.097437594,0.166345847
CES1,1.055837238,0.062241573
PTGS1,0.932213651,0.069624762
ITGA6,0.857384451,0.036929847
SFPQ,0.995845337,0.678790079
TUBG1;TUBG2,0.966818568,0.59291378
WARS,1.145284246,0.012338693
RPS3,1.043879923,0.463990137
RPS6KB1,1.030956581,0.645312182
PTPRE,1.074184127,0.172110391
PTPRG,0.849934037,0.749704484
SP100,1.298465748,0.051330384
NFYA,0.98266008,0.463551049
AHCY,0.942735763,0.375521671
CFL1,1.064442001,0.110611961
F8A1,1.019675624,0.642100694
ATP2B4,1.023466299,0.663502074
DGKA,1.002754775,0.936023677
CPT2,1.058795332,0.194212674
DTYMK,1.024100858,0.705676142
RRM1,0.966593154,0.482464081
CCND1,0.984779586,0.593569362
CHM,0.974696106,0.474767687
EEF1B2,1.128997988,0.125682006
ATP5F1,1.192557375,0.05148262
IGFBP5,1.0770759,0.220763218
ACP1,1.000155868,0.887310006
MYL9,0.767881983,0.028476413
APC,0.996465256,0.707082845
ADRBK1,1.031793612,0.341879747
MCM3,0.952324727,0.177656824
MPST,0.991380693,0.578704026
RPS12,1.198270266,0.0131206
YY1,1.016805543,0.758001883
DNAJB1,1.023014068,0.445081314
ATP5A1,1.088330412,0.000272661
PSMA1,1.105137029,0.0558842
PSMA3,1.100209727,0.078054514
PSMA4,1.07335835,0.007183728
S100P,1.032702715,0.040726484
ITGB7,1.437109165,0.003261145
MSN,1.061230916,0.02203356
DDX6,0.968300624,0.220591026
DNMT1,0.921704461,0.003233615
U2AF2,1.006342009,0.986218244
RPL13,1.209653781,0.186588836
S100A4,1.150161181,0.109523326
MGAT1,1.018554976,0.857079348
HMGB2,1.016767516,0.886481557
PTBP1,1.05548146,0.163932416
TARS,0.979424933,0.124010383
VARS,0.956947437,0.082493232
EEF1G,1.001267142,0.555705584
IL3RA,1.017717851,0.738348596
ACVR2A,0.875225553,0.086989822
STOM,1.04611863,0.058315699
AK4,1.106591674,0.171762288
YWHAQ,1.108889485,0.044584543
MAPK3,1.048589516,0.408786955
ARNT,0.951879825,0.408943514
RPL10,1.046895485,0.125171049
RPA1,0.959759947,0.052226498
APEX1,0.928055354,0.07436758
CD82,0.898323112,0.662202931
CALR,1.073936875,0.24092944
PIK3R1,1.065971027,0.32669632
ITPKB,0.933920636,0.531687446
PSM8;PSMB8,1.140788239,0.117150075
PSMA5,1.013230745,0.660467053
PSMB4,1.168710238,0.050978024
PSMB6,1.002035065,0.884199838
PSMB5,0.865139932,0.021896797
TMOD1,1.01118438,0.968301039
NDUFS1,1.062894505,0.10658682
MAPK1,1.002601027,0.732801016
GRN,1.077762045,0.292248847
LAP3,1.536146166,1.99251E-05
CD38,0.969385292,0.7887274
GTF2E1,1.06781231,0.094943484
GTF2E2,1.018993872,0.802370558
TPP2,1.004860726,0.914672452
IMPA1,1.057300398,0.004003777
PTPN6,1.061828757,0.250697124
SHC1,0.98235891,0.253610469
MPG,0.925620925,0.024476186
TKT,1.06660345,0.11131498
CASP1,1.287090897,0.058416926
PML,1.390828425,0.004224847
CRABP1,0.948866903,0.072878688
MARCKS,1.154767131,0.226632025
ALDH4A1,1.013722934,0.909187147
ERP29,1.286101787,0.002340546
PRDX6,0.975730122,0.440046288
BLVRB,1.031287693,0.68699332
PRDX5,1.083385292,0.090692432
DDT;DDTL,1.093494247,0.136013926
PRDX3,1.007455696,0.98024798
ATP5D,1.000486333,0.834649613
RPL12,1.04532129,0.112141958
ECHS1,1.045057261,0.181117909
CMPK1,1.152359668,0.186810465
PEBP1,1.04008641,0.506202926
PDIA3,1.047731363,0.607776323
PPP2R1A,0.971086308,0.576627282
PPP2R1B,0.958703926,0.119061677
CDC27,1.000711972,0.868174998
FCER1G,1.018321484,0.784822854
PPIF,1.059792448,0.106685392
NKTR,1.033440362,0.374884102
HMOX2,1.00118342,0.80309284
ADSS,1.019236927,0.720766572
LRPAP1,1.06720673,0.286698724
CLIP1,0.95503343,0.158563363
GNA15,0.977083862,0.49695526
SERPINB1,1.031924038,0.331181436
SLC7A1,0.869319674,0.007239981
ALDH1B1,1.021041319,0.706475941
SDHA,0.999174654,0.668236915
CORO1A,0.978544264,0.340497993
GDI1,1.048768694,0.493370755
MAT2A,1.109800752,0.008846298
PRKAR2B,1.048986444,0.315466367
RRM2,0.741097937,0.031828161
DNAJA1,1.156930237,0.061715361
AKT2,0.990862536,0.796642177
UQCRC1,1.043807397,0.436349494
HIBADH,0.945621019,0.427363661
ATIC,0.986142809,0.397533571
HNRNPH3,1.042816644,0.456019449
YWHAB,1.145418731,0.05854992
SFN,1.03349036,0.277367888
STIP1,1.029874637,0.27778804
S100A11,1.343692335,0.061888515
INPP5B,0.971473778,0.453958346
PRDX2,1.025039936,0.274521219
ARRB2,1.044855682,0.339707109
GK;GK3P,1.02088309,0.793613953
DCTD,1.043313669,0.505890216
PYCR1,0.997401542,0.47548112
GBP1,2.426708663,0.004354874
GBP2,1.850528958,3.68817E-05
GTF2H1,1.04448863,0.635585067
CTH,0.987044074,0.776382188
RPL9,1.026882332,0.646562438
CD70,1.212420667,0.343045353
ACSL1,1.181985285,0.006446932
KIF5B,1.037094143,0.344806932
CSTF2,0.993445608,0.427654883
LSP1,1.0609228,0.21247481
DUT,0.94803408,0.287574887
ABCD1,0.982364007,0.547807628
MAN1A1,0.949871168,0.078419008
MCM5,0.980611839,0.543362725
MCM7,0.87958199,0.29030304
GALNS,0.944048336,0.156506817
SHMT1,0.895008628,0.06851056
SHMT2,1.068065299,0.181411786
EVI2B,1.065035544,0.358672646
HSPA4,1.036202006,0.260271288
CTNNA1,1.000083015,0.764190948
PHB,1.016055073,0.097387392
NF2,1.027420707,0.696063448
RPA3,1.020227507,0.786014384
RFC2,0.984608139,0.922034128
RPL22,1.054021427,0.37376488
GTF2F1,1.013038263,0.915668586
SPR,0.974780276,0.034032362
PTGS2,1.119863627,0.260795384
IDUA,0.996209666,0.81670036
CBS,0.986123433,0.349881198
AGL,1.007333843,0.934712534
MYH9,1.048968203,0.101467982
TIMP3,1.005802769,0.994173334
FUS,1.00461094,0.817622599
GLRX,1.082467214,0.061624979
PPM1A,1.050596063,0.031456971
HMGCL,1.061295778,0.458266325
CHI3L1,1.123132198,0.054395458
ARL2;ARL2-SNX15,0.994215048,0.665380374
ARL3,1.135395288,0.250953012
TRIM23,0.978032416,0.710521877
MAP2K2,0.951883952,0.005074568
ATP5C1,1.081995843,0.059731798
ATP6V1E1,1.091322789,0.002707478
CPOX,1.060653032,0.548286355
RPL4,1.172492417,0.016934174
NUDT1,1.09788134,0.060009777
PGM1,0.992618222,0.547472371
GNL1,0.941489069,0.363004621
POLR2I,0.93936063,0.108171127
DLST,1.047723189,0.191216078
SRP14,1.112551444,0.07401881
NUP62,0.920938295,0.031734078
HPCAL1;HPCA,0.99381787,0.687413716
FDFT1,1.049891935,0.236622856
TAGLN2,1.037748043,0.393666785
TALDO1,1.014265887,0.631965471
ETFB,1.116197067,0.130545994
RBMX,0.992013186,0.681964523
COIL,0.98330756,0.165800601
ATP6V1A,1.037417081,0.354974823
HSPA9,1.011786633,0.921663633
EIF4A3,0.982678343,0.383471493
IGHMBP2,1.130881767,0.377988956
CDKN1A,1.065526152,0.453006351
RPS19,1.129076217,0.265740675
RPL3,1.072336937,0.287635693
ANP32A,1.060200703,0.093537209
FEN1,0.973250143,0.505466099
CAPG,1.052667362,0.010006192
TXLNA,1.013009393,0.892655172
CCT6A,1.023313454,0.607893002
PSMB10,1.194874524,0.029649809
VHL,0.972758754,0.681772524
RPL13A;RPL13a,1.103433397,0.016577674
USP8,0.99216347,0.708856661
PEX19,1.0216612,0.268431022
MDH1,1.026560594,0.46832805
MDH2,1.078690321,0.003637703
RFC5,0.951274998,0.315399695
RFC3,0.898126962,0.079643744
EIF2S3;EIF2S3L,1.004368716,0.835744961
BCL6,1.068966222,0.522788986
CETN2,0.954296266,0.247356029
ETV6,0.937154221,0.395639863
EIF2D,1.00963067,0.974994085
MNDA,0.993735785,0.766408271
BUD31,1.182929868,0.077285054
UBA7,1.228965501,0.000639143
NAA10,1.033714083,0.592480783
KDM5C;KDM5D,0.923821507,0.014256329
CSK,0.998267965,0.499431321
IARS,0.987743448,0.358990631
PRKCI,1.061795256,0.379614859
ACTR1B,0.963493547,0.399956714
ECI1;DCI,0.983126815,0.394053409
TMPO,0.95878488,0.548724334
TMPO,1.049310017,0.334760999
STAT1,1.994517574,9.70039E-05
SKIV2L2,0.898950342,0.012147153
ARHGAP25,1.196134358,0.002758361
PIK3CA,1.067528146,0.447825806
PIK3CB;DKFZp779K1237,0.994673036,0.754580176
MTOR,0.959334967,0.022445254
PI4KA,1.053484494,0.131591369
EPS15,0.976363806,0.148405725
CASP3,1.110157759,0.139793583
RPS27,1.043696979,0.614307688
RBM34,1.023868061,0.763097102
ACAA2,1.045867646,0.166683124
RPL35,1.109633884,0.081896801
WAS,1.088270499,0.022366245
CDKN2C,1.10886282,0.029259389
MTHFR,0.842063996,0.045921357
SLC1A4,0.944633272,0.320362326
MSH2,0.966158743,0.034188248
GPD2,1.011505073,0.930865219
ALDH3B1,0.98251278,0.540587362
SYK,1.002840124,0.844338771
PSMC4,1.011380274,0.840204644
TSFM,1.016042553,0.798968104
VDAC2,1.101570418,0.103773185
ACADSB,1.106359666,0.19109172
CBX5,0.963449981,0.138911533
USP5,1.005968821,0.783412103
MAPK9,1.010126047,0.952369505
MAP2K4,0.978970317,0.826897744
RANGAP1,1.015085137,0.823039031
RECQL,1.014470878,0.751641992
NOP2,1.099529733,0.264944018
ATRX,0.963061801,0.499768122
CRK,1.007975129,0.999970726
CRKL,1.055586635,0.373566379
MTIF2,1.114242281,0.404051907
MAP2K3,1.032680998,0.232753387
BRCC3,0.995846737,0.746584811
RPL27A,1.005629197,0.976771964
RPL5,1.067024005,0.147229351
RPL21,1.021146881,0.782522721
RPL28,1.06786853,0.246593846
RPS9,0.95925169,0.436332702
RPS10,0.992182749,0.700366416
MAP1B,1.04609653,0.478846275
GNPDA1,0.989673981,0.656004796
UTRN,1.012082923,0.890285882
IQGAP1,1.025254107,0.40576477
HAAO,1.103506505,0.143951801
GYG1,0.974777466,0.407037173
STT3A,0.935305153,0.174129734
RABIF,0.954333582,0.720132863
PLA2G4A,1.084787716,0.399961618
CAPZA2,1.026405194,0.63380054
EIF1AX,1.007857493,0.994621355
QARS,1.014739869,0.866117381
ZFP36L2,1.025051064,0.841264926
UQCRFS1;UQCRFS1P1,0.979591588,0.312421599
ATP5O,1.170729567,0.012024602
LIMS1,0.967998298,0.005460396
GLIPR1,0.989900927,0.391634059
PREP,0.989868213,0.588363896
ME1,1.005847476,0.958836172
IREB2,1.056606959,0.004181198
TFPI2,1.048043107,0.361383797
RFX2,0.88356018,0.036609249
PIP4K2A,1.008031871,0.95417389
ARCN1,1.051557294,0.048630156
LSS,1.004590648,0.974429157
PPP3CC,0.91939635,0.914070498
GCLC,1.092656599,0.044170545
GCLM,1.038912802,0.309441411
TRAPPC10,1.034899611,0.556985048
PSMD8,0.94635998,0.08876657
SERPINB10,0.995407293,0.484587962
PRRC2A,0.956623015,0.448160128
GSS,1.00051083,0.255398062
CCT5,1.036308492,0.293634828
PTDSS1,1.061791477,0.276894901
HSPA13,1.105370516,0.087464157
IDH2,1.065924381,0.018887161
PIK3CG,1.077808741,0.237601105
